Spp,Treatment,Replicate,Fragment,Genotype,Date,Days,Time_Point,Phase,Sample,A.Host,logA.SH,B.Host,C.Host,D.Host,TotalSH,logB.SH,logC.SH,logD.SH,logSH,D.Prp,Community
S.Sid,A,R1,Ss_30-1,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-1_T9,0,NA,0,0.157877345034126,0,0.157877345034126,NA,-0.801680185587415,NA,-0.801680185587415,0,C3
S.Sid,A,R1,Ss_30-12,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-12_T9,0,NA,0,0.143618901267439,0,0.143618901267439,NA,-0.842788400093975,NA,-0.842788400093975,0,C3
S.Sid,A,R1,Ss_30-4,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-4_T9,0,NA,0,0.192008471162775,0,0.192008471162775,NA,-0.716679610368892,NA,-0.716679610368892,0,C3
S.Sid,A,R1,Ss_30-8,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-8_T9,0,NA,0,0.267630145000408,0,0.267630145000408,NA,-0.572464970612746,NA,-0.572464970612746,0,C3
S.Sid,A,R1,Ss_20-1,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-1_T9,0,NA,0,0.120702934968891,0.007268484313752,0.127971419282643,NA,-0.918282169626786,-2.13855614248364,-0.892887013428783,0.056797715884505,C1
S.Sid,A,R1,Ss_20-13,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-13_T9,0,NA,0,0.350510582512953,0,0.350510582512953,NA,-0.455298865407451,NA,-0.455298865407451,0,C1
S.Sid,A,R1,Ss_20-19,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-19_T9,0,NA,0,0.133749276918455,0,0.133749276918455,NA,-0.873708557203362,NA,-0.873708557203362,0,C1
S.Sid,A,R1,Ss_20-4,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-4_T9,0,NA,0,0.486938734460104,0,0.486938734460104,NA,-0.312525677306252,NA,-0.312525677306252,0,C1
S.Sid,A,R2,Ss_22-26,Ss_22,2017-12-14,29,T9,Nutrients,Ss_22-26_T9,0,NA,0,0,0.062286399088547,0.062286399088547,NA,NA,-1.20560677590348,-1.20560677590348,1,D
S.Sid,A,R2,Ss_22-32,Ss_22,2017-12-14,29,T9,Nutrients,Ss_22-32_T9,0,NA,0,0.00082234450265,0.055080052401665,0.055902396904316,NA,-3.08494620647857,-1.25900565523895,-1.25256957064665,0.985289637865474,D
S.Sid,A,R2,Ss_22-35,Ss_22,2017-12-14,29,T9,Nutrients,Ss_22-35_T9,0,NA,0,0.003162600317189,0.169759322831326,0.172921923148516,NA,-2.49995568984431,-0.770166365836732,-0.762149943112109,0.981710819197441,D
S.Sid,A,R2,Ss_22-39,Ss_22,2017-12-14,29,T9,Nutrients,Ss_22-39_T9,0,NA,0,0,0.108135684661217,0.108135684661217,NA,NA,-0.966030965676018,-0.966030965676018,1,D
S.Sid,A,R2,Ss_23-68,Ss_23,2017-12-14,29,T9,Nutrients,Ss_23-68_T9,0,NA,0,0,0.101441510449886,0.101441510449886,NA,NA,-0.993784292830177,-0.993784292830177,1,D
S.Sid,A,R2,Ss_23-75,Ss_23,2017-12-14,29,T9,Nutrients,Ss_23-75_T9,0,NA,0,0,0.042794451413857,0.042794451413857,NA,NA,-1.36861253651383,-1.36861253651383,1,D
S.Sid,A,R2,Ss_23-79,Ss_23,2017-12-14,29,T9,Nutrients,Ss_23-79_T9,0,NA,0,0,0.064147153175338,0.064147153175338,NA,NA,-1.19282261267449,-1.19282261267449,1,D
S.Sid,A,R2,Ss_27-57,Ss_27,2017-12-14,29,T9,Nutrients,Ss_27-57_T9,0,NA,0,0.001391031116128,0.089682921070851,0.091073952186979,NA,-2.85666315511839,-1.04729025473632,-1.04060581664966,0.984726356079598,D
S.Sid,A,R2,Ss_27-85,Ss_27,2017-12-14,29,T9,Nutrients,Ss_27-85_T9,0,NA,0,0,0.045396502385752,0.045396502385752,NA,NA,-1.34297760646189,-1.34297760646189,1,D
S.Sid,A,R2,Ss_27-94,Ss_27,2017-12-14,29,T9,Nutrients,Ss_27-94_T9,0,NA,0,0,0.046427922405775,0.046427922405775,NA,NA,-1.33322075005977,-1.33322075005977,1,D
S.Sid,A,R2,Ss_28-11,Ss_28,2017-12-14,29,T9,Nutrients,Ss_28-11_T9,0,NA,0,0.015821480445594,0.034593587996915,0.050415068442509,NA,-1.80075288118787,-1.46100439125396,-1.29743963888476,0.686175563489784,D
S.Sid,A,R2,Ss_28-15,Ss_28,2017-12-14,29,T9,Nutrients,Ss_28-15_T9,0,NA,0,0.020004896346416,0.040849366133836,0.060854262480253,NA,-1.69886369453722,-1.38881467809639,-1.21570899661519,0.671265486901465,D
S.Sid,A,R2,Ss_28-20,Ss_28,2017-12-14,29,T9,Nutrients,Ss_28-20_T9,0,NA,0,0.025613955696704,0.004113984041691,0.029727939738394,NA,-1.59152334599121,-2.38573739728375,-1.52683518804535,0.13838779538353,C1
S.Sid,A,R2,Ss_28-29,Ss_28,2017-12-14,29,T9,Nutrients,Ss_28-29_T9,0,NA,0,0.040567597400829,0.014697713996429,0.055265311397258,NA,-1.39182071244505,-1.83275020783277,-1.25754737856408,0.265948270711418,C1
S.Sid,A,R2,Ss_24-16,Ss_24,2017-12-14,29,T9,Nutrients,Ss_24-16_T9,0,NA,0,0.123890950463001,0.000236232746944,0.124127183209945,NA,-0.906960415234244,-3.62665989998463,-0.906133099844448,0.001903150791272,C3
S.Sid,A,R2,Ss_24-19,Ss_24,2017-12-14,29,T9,Nutrients,Ss_24-19_T9,0,NA,0,0.185439614544676,0.00227707489474,0.187716689439417,NA,-0.731797484105318,-2.64262268487121,-0.726497113584151,0.012130380636589,C3
S.Sid,A,R2,Ss_24-23,Ss_24,2017-12-14,29,T9,Nutrients,Ss_24-23_T9,0,NA,0,0.200220542112922,0.001095906121353,0.201316448234275,NA,-0.698491367073381,-2.96022664724288,-0.696120740334616,0.00544369886795,C3
S.Sid,A,R2,Ss_30-15,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-15_T9,0,NA,0,0.099477053354999,0,0.099477053354999,NA,-1.00227708760211,NA,-1.00227708760211,0,C3
S.Sid,A,R2,Ss_30-20,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-20_T9,0,NA,0,0.03678812965191,0,0.03678812965191,NA,-1.4342922916063,NA,-1.4342922916063,0,C3
S.Sid,A,R2,Ss_30-23,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-23_T9,0,NA,0,0.081014395276653,0,0.081014395276653,NA,-1.09143780539605,NA,-1.09143780539605,0,C3
S.Sid,A,R2,Ss_30-26,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-26_T9,0,NA,0,0.038450186530907,0,0.038450186530907,NA,-1.41510154899266,NA,-1.41510154899266,0,C3
S.Sid,A,R2,Ss_20-26,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-26_T9,0,NA,0,0.0402374671493,0,0.0402374671493,NA,-1.39536936487318,NA,-1.39536936487318,0,C1
S.Sid,A,R2,Ss_20-32,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-32_T9,0,NA,0,0.052833057939363,0,0.052833057939363,NA,-1.27709425193359,NA,-1.27709425193359,0,C1
S.Sid,A,R2,Ss_20-38,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-38_T9,0,NA,0,0.015578097274134,0,0.015578097274134,NA,-1.80748558862799,NA,-1.80748558862799,0,C1
S.Sid,A,R2,Ss_20-45,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-45_T9,0,NA,0,0.032865740700291,0,0.032865740700291,NA,-1.48325657551128,NA,-1.48325657551128,0,C1
S.Sid,N,R1,Ss_22-11,Ss_22,2017-12-14,29,T9,Nutrients,Ss_22-11_T9,0,NA,0,0,0.353982292375192,0.353982292375192,NA,NA,-0.451018462595933,-0.451018462595933,1,D
S.Sid,N,R1,Ss_22-17,Ss_22,2017-12-14,29,T9,Nutrients,Ss_22-17_T9,0,NA,0,0,0.47873551486731,0.47873551486731,NA,NA,-0.319904353301894,-0.319904353301894,1,D
S.Sid,N,R1,Ss_22-3,Ss_22,2017-12-14,29,T9,Nutrients,Ss_22-3_T9,0,NA,0,0,0.872969298011478,0.872969298011478,NA,NA,-0.059001029992788,-0.059001029992788,1,D
S.Sid,N,R1,Ss_23-55,Ss_23,2017-12-14,29,T9,Nutrients,Ss_23-55_T9,0,NA,0,0,1.39449529122086,1.39449529122086,NA,NA,0.14441705212645,0.14441705212645,1,D
S.Sid,N,R1,Ss_23-58,Ss_23,2017-12-14,29,T9,Nutrients,Ss_23-58_T9,0,NA,0,0,0.274328066002508,0.274328066002508,NA,NA,-0.561729758248607,-0.561729758248607,1,D
S.Sid,N,R1,Ss_23-61,Ss_23,2017-12-14,29,T9,Nutrients,Ss_23-61_T9,0,NA,0,0,0.857904946515366,0.857904946515366,NA,NA,-0.06656082810782,-0.06656082810782,1,D
S.Sid,N,R1,Ss_23-66,Ss_23,2017-12-14,29,T9,Nutrients,Ss_23-66_T9,0,NA,0,0,0.473525992261535,0.473525992261535,NA,NA,-0.324656177197268,-0.324656177197268,1,D
S.Sid,N,R1,Ss_27-12,Ss_27,2017-12-14,29,T9,Nutrients,Ss_27-12_T9,0,NA,0,0,0.190606641390452,0.190606641390452,NA,NA,-0.719861971121749,-0.719861971121749,1,D
S.Sid,N,R1,Ss_27-21,Ss_27,2017-12-14,29,T9,Nutrients,Ss_27-21_T9,0,NA,0,0.034276506275752,0.163938850075541,0.198215356351293,NA,-1.46500345111545,-0.785318115532177,-0.702862702422483,0.827074415894376,D
S.Sid,N,R1,Ss_27-45,Ss_27,2017-12-14,29,T9,Nutrients,Ss_27-45_T9,0,NA,0,0.001016035979136,0.576612585121748,0.577628621100884,NA,-2.99309091285568,-0.239115882951484,-0.238351295912402,0.998241022099633,D
S.Sid,N,R1,Ss_27-5,Ss_27,2017-12-14,29,T9,Nutrients,Ss_27-5_T9,0,NA,0,0,0.552626197358692,0.552626197358692,NA,NA,-0.257568531112155,-0.257568531112155,1,D
S.Sid,N,R1,Ss_28-3,Ss_28,2017-12-14,29,T9,Nutrients,Ss_28-3_T9,0,NA,0,0.021867340910471,0.181143739868843,0.203011080779313,NA,-1.66020402437529,-0.741976670116309,-0.692480256717452,0.892284988452222,D
S.Sid,N,R1,Ss_28-6,Ss_28,2017-12-14,29,T9,Nutrients,Ss_28-6_T9,0,NA,0,0.050727431087831,0.02659918277813,0.077326613865961,NA,-1.29475713044089,-1.57513170624115,-1.11167100717002,0.34398483844433,C1
S.Sid,N,R1,Ss_28-9,Ss_28,2017-12-14,29,T9,Nutrients,Ss_28-9_T9,0,NA,0,0.003886723914704,0.06091193516134,0.064798659076044,NA,-2.41041630747244,-1.215297602821,-1.18843398119577,0.94001845145989,D
S.Sid,N,R1,Ss_24-10,Ss_24,2017-12-14,29,T9,Nutrients,Ss_24-10_T9,0,NA,0,0.458348127975035,0.021979915595838,0.480328043570873,NA,-0.338804538093262,-1.65797397962555,-0.318462056682836,0.04576021718914,C3
S.Sid,N,R1,Ss_24-14,Ss_24,2017-12-14,29,T9,Nutrients,Ss_24-14_T9,0,NA,0,0.367935025897984,0.019030638228239,0.386965664126223,NA,-0.434228867156216,-1.72054664658662,-0.412327568681519,0.049179139113572,C3
S.Sid,N,R1,Ss_24-3,Ss_24,2017-12-14,29,T9,Nutrients,Ss_24-3_T9,0,NA,0,0.942502336654887,0.016238638371026,0.958740975025913,NA,-0.02571756441653,-1.78945038967254,-0.01829871119409,0.016937461518829,C3
S.Sid,N,R1,Ss_24-7,Ss_24,2017-12-14,29,T9,Nutrients,Ss_24-7_T9,0,NA,0,0.690985075719962,0.010367725511771,0.701352801231733,NA,-0.160531332658309,-1.98431650938063,-0.154063464080872,0.014782468243604,C3
S.Sid,N,R1,Ss_30-13,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-13_T9,0,NA,0,0.11777549414949,0,0.11777549414949,NA,-0.928945064920794,NA,-0.928945064920794,0,C3
S.Sid,N,R1,Ss_30-2,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-2_T9,0,NA,0,0.123801060775009,0,0.123801060775009,NA,-0.907275634098137,NA,-0.907275634098137,0,C3
S.Sid,N,R1,Ss_30-5,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-5_T9,0,NA,0,0.211189647856945,0,0.211189647856945,NA,-0.67532737396395,NA,-0.67532737396395,0,C3
S.Sid,N,R1,Ss_30-9,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-9_T9,0,NA,0,0.257004011904861,0,0.257004011904861,NA,-0.590060097156862,NA,-0.590060097156862,0,C3
S.Sid,N,R1,Ss_20-15,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-15_T9,0,NA,0,0.09332333607741,0,0.09332333607741,NA,-1.03000974465203,NA,-1.03000974465203,0,C1
S.Sid,N,R1,Ss_20-2,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-2_T9,0,NA,0,0.244317558060823,0,0.244317558060823,NA,-0.612045321012973,NA,-0.612045321012973,0,C1
S.Sid,N,R1,Ss_20-22,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-22_T9,0,NA,0,0.101708417381015,0,0.101708417381015,NA,-0.99264310341105,NA,-0.99264310341105,0,C1
S.Sid,N,R1,Ss_20-8,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-8_T9,0,NA,0,0.137446589677544,0,0.137446589677544,NA,-0.861866031394164,NA,-0.861866031394164,0,C1
S.Sid,N,R2,Ss_22-27,Ss_22,2017-12-14,29,T9,Nutrients,Ss_22-27_T9,0,NA,0,0.000762362722734,0.128977204369496,0.129739567092229,NA,-3.11783834755717,-0.889487040796566,-0.886927555533044,0.994123899595012,D
S.Sid,N,R2,Ss_22-33,Ss_22,2017-12-14,29,T9,Nutrients,Ss_22-33_T9,0,NA,0,0,0.176829879952067,0.176829879952067,NA,NA,-0.752444347909669,-0.752444347909669,1,D
S.Sid,N,R2,Ss_22-36,Ss_22,2017-12-14,29,T9,Nutrients,Ss_22-36_T9,0,NA,0,0,0.004310052334083,0.004310052334083,NA,NA,-2.36551745645981,-2.36551745645981,1,D
S.Sid,N,R2,Ss_22-41,Ss_22,2017-12-14,29,T9,Nutrients,Ss_22-41_T9,0,NA,0,0,0.043966079332744,0.043966079332744,NA,NA,-1.35688226078631,-1.35688226078631,1,D
S.Sid,N,R2,Ss_23-70,Ss_23,2017-12-14,29,T9,Nutrients,Ss_23-70_T9,0,NA,0,0,0.199706336876583,0.199706336876583,NA,NA,-0.699608154323743,-0.699608154323743,1,D
S.Sid,N,R2,Ss_23-73,Ss_23,2017-12-14,29,T9,Nutrients,Ss_23-73_T9,0,NA,0,0,0.197498042749809,0.197498042749809,NA,NA,-0.704437203972557,-0.704437203972557,1,D
S.Sid,N,R2,Ss_23-76,Ss_23,2017-12-14,29,T9,Nutrients,Ss_23-76_T9,0,NA,0,0.002058432631098,0.233992997276453,0.236051429907551,NA,-2.68646334213322,-0.630797139554396,-0.626993364438073,0.991279728185065,D
S.Sid,N,R2,Ss_23-80,Ss_23,2017-12-14,29,T9,Nutrients,Ss_23-80_T9,0,NA,0,0.006218150195091,0.295587921480089,0.301806071675181,NA,-2.2063387920851,-0.529313316358811,-0.520272027421587,0.979396868457359,D
S.Sid,N,R2,Ss_27-67,Ss_27,2017-12-14,29,T9,Nutrients,Ss_27-67_T9,0,NA,0,0,0.096733054239209,0.096733054239209,NA,NA,-1.0144250996422,-1.0144250996422,1,D
S.Sid,N,R2,Ss_27-75,Ss_27,2017-12-14,29,T9,Nutrients,Ss_27-75_T9,0,NA,0,0.004368640164071,0.160750705938354,0.165119346102425,NA,-2.35965372576288,-0.793847111190934,-0.782202039921286,0.9735425298901,D
S.Sid,N,R2,Ss_27-86,Ss_27,2017-12-14,29,T9,Nutrients,Ss_27-86_T9,0,NA,0,0.002974903688772,0.207640074054454,0.210614977743226,NA,-2.52652708980503,-0.682688824902826,-0.676510747490807,0.985875156075564,D
S.Sid,N,R2,Ss_27-97,Ss_27,2017-12-14,29,T9,Nutrients,Ss_27-97_T9,0,NA,0,0.002196430440255,0.218510969075298,0.220707399515552,NA,-2.65828254604854,-0.660526756911858,-0.656183106281467,0.990048224730681,D
S.Sid,N,R2,Ss_28-13,Ss_28,2017-12-14,29,T9,Nutrients,Ss_28-13_T9,0,NA,0,0.011506188721672,0.147900489095606,0.159406677817277,NA,-1.93906850706104,-0.830030389822098,-0.797493489223169,0.927818653024931,D
S.Sid,N,R2,Ss_28-18,Ss_28,2017-12-14,29,T9,Nutrients,Ss_28-18_T9,0,NA,0,0.003912144797083,0.005308013075407,0.00922015787249,NA,-2.40758507939304,-2.27506801599406,-2.03526164265956,0.575696549756982,D
S.Sid,N,R2,Ss_28-21,Ss_28,2017-12-14,29,T9,Nutrients,Ss_28-21_T9,0,NA,0,0.007105414543885,0.094229487577281,0.101334902121166,NA,-2.14841057940158,-1.02581317058155,-0.994240947650794,0.929881863058509,D
S.Sid,N,R2,Ss_28-30,Ss_28,2017-12-14,29,T9,Nutrients,Ss_28-30_T9,0,NA,0,0.037122754467167,0.011769898670872,0.048892653138039,NA,-1.43035980708922,-1.92922727605807,-1.31075639530016,0.240729392157173,C1
S.Sid,N,R2,Ss_24-17,Ss_24,2017-12-14,29,T9,Nutrients,Ss_24-17_T9,0,NA,0,0.251928731519344,0.004302085068855,0.256230816588199,NA,-0.598722300033647,-2.36632100618267,-0.591368639347906,0.016789881584652,C3
S.Sid,N,R2,Ss_24-21,Ss_24,2017-12-14,29,T9,Nutrients,Ss_24-21_T9,0,NA,0,0.207795658804803,0.005256141587753,0.213051800392555,NA,-0.682363529814515,-2.27933294444685,-0.671514791445934,0.024670721289696,C3
S.Sid,N,R2,Ss_24-24,Ss_24,2017-12-14,29,T9,Nutrients,Ss_24-24_T9,0,NA,0,0.217814432433305,0.005043803347942,0.222858235781247,NA,-0.66191334717674,-2.29724185440838,-0.651971311821202,0.022632339927937,C3
S.Sid,N,R2,Ss_24-27,Ss_24,2017-12-14,29,T9,Nutrients,Ss_24-27_T9,0,NA,0,0.211144420961443,0,0.211144420961443,NA,-0.675420389387876,NA,-0.675420389387876,0,C3
S.Sid,N,R2,Ss_30-16,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-16_T9,0,NA,0,0.144325066883165,0,0.144325066883165,NA,-0.840658232568407,NA,-0.840658232568407,0,C3
S.Sid,N,R2,Ss_30-21,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-21_T9,0,NA,0,0.342067888710032,0,0.342067888710032,NA,-0.465887692873083,NA,-0.465887692873083,0,C3
S.Sid,N,R2,Ss_30-24,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-24_T9,0,NA,0,0.106802270418017,0,0.106802270418017,NA,-0.971419514914806,NA,-0.971419514914806,0,C3
S.Sid,N,R2,Ss_30-27,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-27_T9,0,NA,0,0.184606582624667,0,0.184606582624667,NA,-0.733752817142176,NA,-0.733752817142176,0,C3
S.Sid,N,R2,Ss_20-29,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-29_T9,0,NA,0,0.013899326524543,0,0.013899326524543,NA,-1.85700624246249,NA,-1.85700624246249,0,C1
S.Sid,N,R2,Ss_20-33,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-33_T9,0,NA,0,0.042341812945467,0,0.042341812945467,NA,-1.37323055077206,NA,-1.37323055077206,0,C1
S.Sid,N,R2,Ss_20-39,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-39_T9,0,NA,0,0.031345814296461,0,0.031345814296461,NA,-1.50382044364712,NA,-1.50382044364712,0,C1
S.Sid,N,R2,Ss_20-46,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-46_T9,0,NA,0,0.136474870182886,0.030810352610559,0.167285222793445,NA,-0.864947310129774,-1.51130333135057,-0.776542420918716,0.184178566977206,C1
S.Sid,N+P,R1,Ss_22-12,Ss_22,2017-12-14,29,T9,Nutrients,Ss_22-12_T9,0,NA,0,0,0.086688300363835,0.086688300363835,NA,NA,-1.06203951186968,-1.06203951186968,1,D
S.Sid,N+P,R1,Ss_22-18,Ss_22,2017-12-14,29,T9,Nutrients,Ss_22-18_T9,0,NA,0,0.001461687079197,0.113485398855694,0.114947085934891,NA,-2.83514559203206,-0.945060011636642,-0.93950203421148,0.987283826577174,D
S.Sid,N+P,R1,Ss_22-25,Ss_22,2017-12-14,29,T9,Nutrients,Ss_22-25_T9,0,NA,0,0,0.158379594808386,0.158379594808386,NA,NA,-0.800300772449585,-0.800300772449585,1,D
S.Sid,N+P,R1,Ss_23-56,Ss_23,2017-12-14,29,T9,Nutrients,Ss_23-56_T9,0,NA,0,0,0.07875155843041,0.07875155843041,NA,NA,-1.10374084311258,-1.10374084311258,1,D
S.Sid,N+P,R1,Ss_23-59,Ss_23,2017-12-14,29,T9,Nutrients,Ss_23-59_T9,0,NA,0,0.001693980596041,0.110098298076265,0.111792278672306,NA,-2.77109156866909,-0.958219394396092,-0.951588191492641,0.984847069796235,D
S.Sid,N+P,R1,Ss_23-63,Ss_23,2017-12-14,29,T9,Nutrients,Ss_23-63_T9,0,NA,0,0.001570317902096,0.060743217219978,0.062313535122075,NA,-2.8040124181957,-1.21650220971967,-1.20541760999609,0.974799730122515,D
S.Sid,N+P,R1,Ss_23-67,Ss_23,2017-12-14,29,T9,Nutrients,Ss_23-67_T9,0,NA,0,0,0.202791442311051,0.202791442311051,NA,NA,-0.692950375943759,-0.692950375943759,1,D
S.Sid,N+P,R1,Ss_27-18,Ss_27,2017-12-14,29,T9,Nutrients,Ss_27-18_T9,0,NA,0,0.004259021984911,0.125978263931487,0.130237285916398,NA,-2.37069011810876,-0.899704380826362,-0.885264662852707,0.967297982640359,D
S.Sid,N+P,R1,Ss_27-27,Ss_27,2017-12-14,29,T9,Nutrients,Ss_27-27_T9,0,NA,0,0.000336473862219,0.074649587422495,0.074986061284714,NA,-3.47304866675886,-1.1269725882153,-1.12501945753795,0.995512847901935,D
S.Sid,N+P,R1,Ss_27-46,Ss_27,2017-12-14,29,T9,Nutrients,Ss_27-46_T9,0,NA,0,0.000755895406982,0.12329853211119,0.124054427518173,NA,-3.12153829353701,-0.909042093718988,-0.906387731090304,0.993906743821201,D
S.Sid,N+P,R1,Ss_27-6,Ss_27,2017-12-14,29,T9,Nutrients,Ss_27-6_T9,0,NA,0,0.000479589557975,0.125419391197399,0.125898980755375,NA,-3.31913028129262,-0.901635311679404,-0.899977785810392,0.99619067958217,D
S.Sid,N+P,R1,Ss_28-10,Ss_28,2017-12-14,29,T9,Nutrients,Ss_28-10_T9,0,NA,0,0.047776375368146,0.057222317221095,0.104998692589241,NA,-1.32078680178841,-1.24243455939412,-0.97881610859495,0.54498123557548,D
S.Sid,N+P,R1,Ss_28-4,Ss_28,2017-12-14,29,T9,Nutrients,Ss_28-4_T9,0,NA,0,0.058562905541537,0.020703689088541,0.079266594630077,NA,-1.23237738431727,-1.68395226284993,-1.10090979911875,0.261190595927084,C1
S.Sid,N+P,R1,Ss_28-7,Ss_28,2017-12-14,29,T9,Nutrients,Ss_28-7_T9,0,NA,0,0.050212651440028,0.031385517584299,0.081598169024327,NA,-1.29918684543763,-1.50327070492465,-1.08831958624066,0.384635071590167,C1
S.Sid,N+P,R1,Ss_24-11,Ss_24,2017-12-14,29,T9,Nutrients,Ss_24-11_T9,0,NA,0,0.246953677065718,0.014506078222422,0.261459755288139,NA,-0.60738450294053,-1.83844998498302,-0.582595149631723,0.055481112978307,C3
S.Sid,N+P,R1,Ss_24-15,Ss_24,2017-12-14,29,T9,Nutrients,Ss_24-15_T9,0,NA,0,0.497907305775405,0.000441294308442,0.498348600083846,NA,-0.302851501290987,-3.3552716737953,-0.302466757382401,0.000885513290029,C3
S.Sid,N+P,R1,Ss_24-5,Ss_24,2017-12-14,29,T9,Nutrients,Ss_24-5_T9,0,NA,0,0.231604529679224,0.005456303637725,0.237060833316949,NA,-0.635252951009133,-2.26310146963468,-0.625140193298967,0.023016470335402,C3
S.Sid,N+P,R1,Ss_30-10,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-10_T9,0,NA,0,0.120324133606532,0,0.120324133606532,NA,-0.919647256775115,NA,-0.919647256775115,0,C3
S.Sid,N+P,R1,Ss_30-14,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-14_T9,0,NA,0,0.137459128552115,0,0.137459128552115,NA,-0.861826413709421,NA,-0.861826413709421,0,C3
S.Sid,N+P,R1,Ss_30-3,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-3_T9,0,NA,0,0.127675109566201,0,0.127675109566201,NA,-0.89389376077631,NA,-0.89389376077631,0,C3
S.Sid,N+P,R1,Ss_30-7,Ss_30,2017-12-14,29,T9,Nutrients,Ss_30-7_T9,0,NA,0,0.114358733349998,0,0.114358733349998,NA,-0.941730663581212,NA,-0.941730663581212,0,C3
S.Sid,N+P,R1,Ss_20-11,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-11_T9,0,NA,0,0.058992397766829,0,0.058992397766829,NA,-1.22920395141961,NA,-1.22920395141961,0,C1
S.Sid,N+P,R1,Ss_20-17,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-17_T9,0,NA,0,0.013016115052567,0,0.013016115052567,NA,-1.88551862122101,NA,-1.88551862122101,0,C1
S.Sid,N+P,R1,Ss_20-23,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-23_T9,0,NA,0,0.012578397821508,0,0.012578397821508,NA,-1.90037467380263,NA,-1.90037467380263,0,C1
S.Sid,N+P,R1,Ss_20-3,Ss_20,2017-12-14,29,T9,Nutrients,Ss_20-3_T9,0,NA,0,0.055900154718203,0,0.055900154718203,NA,-1.25258699008909,NA,-1.25258699008909,0,C1
S.Sid,N+P,R2,Ss_22-31,Ss_22,2017-12-14,29,T9,Nutrients,Ss_22-31_T9,0,NA,0,0,0.216608739653898,0.216608739653898,NA,NA,-0.664324024594867,-0.664324024594867,1,D
S.Sid,N+P,R2,Ss_22-38,Ss_22,2017-12-14,29,T9,Nutrients,Ss_22-38_T9,0,NA,0,0,0.196199537394235,0.196199537394235,NA,NA,-0.707302020948772,-0.707302020948772,1,D
S.Sid,N+P,R2,Ss_22-42,Ss_22,2017-12-14,29,T9,Nutrients,Ss_22-42_T9,0,NA,0,0,0.164572734078092,0.164572734078092,NA,NA,-0.783642115784148,-0.783642115784148,1,D
S.Sid,N+P,R2,Ss_23-71,Ss_23,2017-12-14,29,T9,Nutrients,Ss_23-71_T9,0,NA,0,0,0.18616018971196,0.18616018971196,NA,NA,-0.730113187140668,-0.730113187140668,1,D
S.Sid,N+P,R2,Ss_23-74,Ss_23,2017-12-14,29,T9,Nutrients,Ss_23-74_T9,0,NA,0,0,0.066127897264092,0.066127897264092,NA,NA,-1.17961528677917,-1.17961528677917,1,D
S.Sid,N+P,R2,Ss_23-81,Ss_23,2017-12-14,29,T9,Nutrients,Ss_23-81_T9,0,NA,0,0.002089971983543,0.085361763595608,0.087451735579152,NA,-2.67985953564693,-1.06873662085715,-1.05823156703186,0.976101423605807,D
S.Sid,N+P,R2,Ss_27-68,Ss_27,2017-12-14,29,T9,Nutrients,Ss_27-68_T9,0,NA,0,0.000748613969502,0.063424540843669,0.064173154813171,NA,-3.12574207299915,-1.19774266813118,-1.19264660985525,0.988334468335222,D
S.Sid,N+P,R2,Ss_27-77,Ss_27,2017-12-14,29,T9,Nutrients,Ss_27-77_T9,0,NA,0,0.001617764448768,0.068044823564849,0.069662588013618,NA,-2.79108471266646,-1.16720490767932,-1.15700039523588,0.976777141147097,D
